epoch: 0, KL loss: 8.00, Reconstruct loss: 0.0016443092841655015
epoch: 1, KL loss: 8.00, Reconstruct loss: 0.0016282914439216256
epoch: 2, KL loss: 8.00, Reconstruct loss: 0.0015874570177402346
epoch: 3, KL loss: 8.00, Reconstruct loss: 0.0015655396331567318
epoch: 4, KL loss: 8.00, Reconstruct loss: 0.0015476144792046398
epoch: 5, KL loss: 8.00, Reconstruct loss: 0.001531103253364563
epoch: 6, KL loss: 8.00, Reconstruct loss: 0.001519166660727933
epoch: 7, KL loss: 8.00, Reconstruct loss: 0.0015059640747494996
epoch: 8, KL loss: 8.00, Reconstruct loss: 0.001492983498610556
epoch: 9, KL loss: 8.00, Reconstruct loss: 0.0014798069605603814
epoch: 10, KL loss: 8.00, Reconstruct loss: 0.001465057273162529
epoch: 11, KL loss: 8.00, Reconstruct loss: 0.0014537894865497946
epoch: 12, KL loss: 8.00, Reconstruct loss: 0.0014370300865266471
epoch: 13, KL loss: 8.00, Reconstruct loss: 0.0014256276655942202
epoch: 14, KL loss: 8.00, Reconstruct loss: 0.0014087396324612201
epoch: 15, KL loss: 8.00, Reconstruct loss: 0.0013955499744042754
epoch: 16, KL loss: 8.00, Reconstruct loss: 0.0013820523570757359
epoch: 17, KL loss: 8.00, Reconstruct loss: 0.001369363599224016
epoch: 18, KL loss: 8.00, Reconstruct loss: 0.0013551393582019954
epoch: 19, KL loss: 8.00, Reconstruct loss: 0.0013417886453680693
epoch: 20, KL loss: 8.00, Reconstruct loss: 0.0013291816459968687
epoch: 21, KL loss: 8.00, Reconstruct loss: 0.0013151986233424396
epoch: 22, KL loss: 8.00, Reconstruct loss: 0.001302549324464053
epoch: 23, KL loss: 8.00, Reconstruct loss: 0.0012924280541483312
epoch: 24, KL loss: 8.00, Reconstruct loss: 0.0012813778303097934
epoch: 25, KL loss: 8.00, Reconstruct loss: 0.0012703471933491529
epoch: 26, KL loss: 8.00, Reconstruct loss: 0.0012601766735315322
epoch: 27, KL loss: 8.00, Reconstruct loss: 0.0012513805355411022
epoch: 28, KL loss: 8.00, Reconstruct loss: 0.0012382452317979188
epoch: 29, KL loss: 8.00, Reconstruct loss: 0.0012268161401152611
epoch: 30, KL loss: 8.00, Reconstruct loss: 0.0012190403940621763
epoch: 31, KL loss: 8.00, Reconstruct loss: 0.0012101825384888798
epoch: 32, KL loss: 8.00, Reconstruct loss: 0.001199911709409207
epoch: 33, KL loss: 8.00, Reconstruct loss: 0.0011927352286875248
epoch: 34, KL loss: 8.00, Reconstruct loss: 0.001185516663827002
epoch: 35, KL loss: 8.00, Reconstruct loss: 0.0011746839270927012
epoch: 36, KL loss: 8.00, Reconstruct loss: 0.0011669255327433348
epoch: 37, KL loss: 8.00, Reconstruct loss: 0.0011623912374489009
epoch: 38, KL loss: 8.00, Reconstruct loss: 0.0011544897337444127
epoch: 39, KL loss: 8.00, Reconstruct loss: 0.0011446927033830433
epoch: 40, KL loss: 8.00, Reconstruct loss: 0.0011374832247383893
epoch: 41, KL loss: 8.00, Reconstruct loss: 0.0011292680108454078
epoch: 42, KL loss: 8.00, Reconstruct loss: 0.0011259319901000709
epoch: 43, KL loss: 8.00, Reconstruct loss: 0.0011251434742007404
epoch: 44, KL loss: 8.00, Reconstruct loss: 0.0011146009666845203
epoch: 45, KL loss: 8.00, Reconstruct loss: 0.0011060878168791533
epoch: 46, KL loss: 8.00, Reconstruct loss: 0.001100225147092715
