epoch: 0, KL loss: 8.00, Reconstruct loss: 0.08990527831532576
epoch: 1, KL loss: 8.00, Reconstruct loss: 0.02320181928552665
epoch: 2, KL loss: 8.00, Reconstruct loss: 0.019146973138546443
epoch: 3, KL loss: 8.00, Reconstruct loss: 0.017371407435932854
epoch: 4, KL loss: 8.00, Reconstruct loss: 0.016148168011918082
epoch: 5, KL loss: 8.00, Reconstruct loss: 0.01566174067556858
epoch: 6, KL loss: 8.00, Reconstruct loss: 0.014777607561365978
epoch: 7, KL loss: 8.00, Reconstruct loss: 0.014012284316793756
epoch: 8, KL loss: 8.00, Reconstruct loss: 0.013349693813906596
epoch: 9, KL loss: 8.00, Reconstruct loss: 0.012922508088318078
epoch: 10, KL loss: 8.00, Reconstruct loss: 0.012698622395259302
epoch: 11, KL loss: 8.00, Reconstruct loss: 0.012370998006280477
epoch: 12, KL loss: 8.00, Reconstruct loss: 0.012213831538105154
epoch: 13, KL loss: 8.00, Reconstruct loss: 0.011873321048356034
epoch: 14, KL loss: 8.00, Reconstruct loss: 0.011555428367790516
epoch: 15, KL loss: 8.00, Reconstruct loss: 0.011388457262771087
epoch: 16, KL loss: 8.00, Reconstruct loss: 0.011031522882638034
epoch: 17, KL loss: 8.00, Reconstruct loss: 0.008919349382142047
epoch: 18, KL loss: 8.00, Reconstruct loss: 0.008648444439757156
epoch: 19, KL loss: 8.00, Reconstruct loss: 0.008702129394084483
epoch: 20, KL loss: 8.00, Reconstruct loss: 0.008153542232987759
epoch: 21, KL loss: 8.00, Reconstruct loss: 0.007931069525478928
epoch: 22, KL loss: 8.00, Reconstruct loss: 0.007809624424086766
epoch: 23, KL loss: 8.00, Reconstruct loss: 0.007641905976051056
epoch: 24, KL loss: 8.00, Reconstruct loss: 0.00751252050368904
epoch: 25, KL loss: 8.00, Reconstruct loss: 0.007435832751562467
epoch: 26, KL loss: 8.00, Reconstruct loss: 0.007274970756256365
epoch: 27, KL loss: 8.00, Reconstruct loss: 0.007187640778272896
epoch: 28, KL loss: 8.00, Reconstruct loss: 0.00711962189273657
epoch: 29, KL loss: 8.00, Reconstruct loss: 0.007224834503119325
epoch: 30, KL loss: 8.00, Reconstruct loss: 0.0069924432926953915
epoch: 31, KL loss: 8.00, Reconstruct loss: 0.006904988242005622
epoch: 32, KL loss: 8.00, Reconstruct loss: 0.006783112259889329
epoch: 33, KL loss: 8.00, Reconstruct loss: 0.006667161296057451
epoch: 34, KL loss: 8.00, Reconstruct loss: 0.006521046925168317
epoch: 35, KL loss: 8.00, Reconstruct loss: 0.006458961712504113
epoch: 36, KL loss: 8.00, Reconstruct loss: 0.00621863726285977
epoch: 37, KL loss: 8.00, Reconstruct loss: 0.00606474839989935
epoch: 38, KL loss: 8.00, Reconstruct loss: 0.005999060693076691
epoch: 39, KL loss: 8.00, Reconstruct loss: 0.005919034188674824
epoch: 40, KL loss: 8.00, Reconstruct loss: 0.005870722269208671
epoch: 41, KL loss: 8.00, Reconstruct loss: 0.0057961082969744645
epoch: 42, KL loss: 8.00, Reconstruct loss: 0.005780921057537869
epoch: 43, KL loss: 8.00, Reconstruct loss: 0.0057341817909062984
epoch: 44, KL loss: 8.00, Reconstruct loss: 0.005715874156581836
epoch: 45, KL loss: 8.00, Reconstruct loss: 0.005678038539325779
epoch: 46, KL loss: 8.00, Reconstruct loss: 0.005653397726907476
epoch: 47, KL loss: 8.00, Reconstruct loss: 0.00563640865237192
epoch: 48, KL loss: 8.00, Reconstruct loss: 0.0056237710161587675
epoch: 49, KL loss: 8.00, Reconstruct loss: 0.005586417274432139
