epoch: 0, KL loss: 8.00, Reconstruct loss: 0.09891708552076652
epoch: 1, KL loss: 8.00, Reconstruct loss: 0.024156109276073832
epoch: 2, KL loss: 8.00, Reconstruct loss: 0.019417836825858365
epoch: 3, KL loss: 8.00, Reconstruct loss: 0.017490371586279467
epoch: 4, KL loss: 8.00, Reconstruct loss: 0.01623976563995665
epoch: 5, KL loss: 8.00, Reconstruct loss: 0.015438747606254197
epoch: 6, KL loss: 8.00, Reconstruct loss: 0.014867682449027404
epoch: 7, KL loss: 8.00, Reconstruct loss: 0.014351473550673004
epoch: 8, KL loss: 8.00, Reconstruct loss: 0.013781573986998192
epoch: 9, KL loss: 8.00, Reconstruct loss: 0.01309521283182475
epoch: 10, KL loss: 8.00, Reconstruct loss: 0.012124618164378332
epoch: 11, KL loss: 8.00, Reconstruct loss: 0.006249129033840455
epoch: 12, KL loss: 8.00, Reconstruct loss: 0.0058137019606749035
epoch: 13, KL loss: 8.00, Reconstruct loss: 0.005339006216519767
epoch: 14, KL loss: 8.00, Reconstruct loss: 0.004955557440673267
epoch: 15, KL loss: 8.00, Reconstruct loss: 0.004598114891229449
epoch: 16, KL loss: 8.00, Reconstruct loss: 0.004474094688512005
epoch: 17, KL loss: 8.00, Reconstruct loss: 0.004283477486511161
epoch: 18, KL loss: 8.00, Reconstruct loss: 0.004055968444520334
epoch: 19, KL loss: 8.00, Reconstruct loss: 0.0039006170744003655
epoch: 20, KL loss: 8.00, Reconstruct loss: 0.003784586201413526
epoch: 21, KL loss: 8.00, Reconstruct loss: 0.0035997891481182685
epoch: 22, KL loss: 8.00, Reconstruct loss: 0.0034501383839001705
epoch: 23, KL loss: 8.00, Reconstruct loss: 0.003392498196989253
epoch: 24, KL loss: 8.00, Reconstruct loss: 0.003167149621305299
epoch: 25, KL loss: 8.00, Reconstruct loss: 0.00309946177829359
epoch: 26, KL loss: 8.00, Reconstruct loss: 0.0029740864404004526
epoch: 27, KL loss: 8.00, Reconstruct loss: 0.0029007291579311407
epoch: 28, KL loss: 8.00, Reconstruct loss: 0.002777837895768675
epoch: 29, KL loss: 8.00, Reconstruct loss: 0.002683072838255459
epoch: 30, KL loss: 8.00, Reconstruct loss: 0.002554819550695228
epoch: 31, KL loss: 8.00, Reconstruct loss: 0.0024885399086686136
epoch: 32, KL loss: 8.00, Reconstruct loss: 0.002397355130963117
epoch: 33, KL loss: 8.00, Reconstruct loss: 0.0023667405250373187
epoch: 34, KL loss: 8.00, Reconstruct loss: 0.0022500133838968817
epoch: 35, KL loss: 8.00, Reconstruct loss: 0.0021589069320280497
epoch: 36, KL loss: 8.00, Reconstruct loss: 0.0019734761787455406
epoch: 37, KL loss: 8.00, Reconstruct loss: 0.001804649758896603
epoch: 38, KL loss: 8.00, Reconstruct loss: 0.0017010491686053686
epoch: 39, KL loss: 8.00, Reconstruct loss: 0.0016551433559702905
epoch: 40, KL loss: 8.00, Reconstruct loss: 0.0015866980418093033
epoch: 41, KL loss: 8.00, Reconstruct loss: 0.0015567313734995755
epoch: 42, KL loss: 8.00, Reconstruct loss: 0.0015314711333328003
epoch: 43, KL loss: 8.00, Reconstruct loss: 0.0016021015410599586
epoch: 44, KL loss: 8.00, Reconstruct loss: 0.001496276457433228
epoch: 45, KL loss: 8.00, Reconstruct loss: 0.0014492305185835998
epoch: 46, KL loss: 8.00, Reconstruct loss: 0.0014457046159182315
epoch: 47, KL loss: 8.00, Reconstruct loss: 0.0014019957603746886
epoch: 48, KL loss: 8.00, Reconstruct loss: 0.0014014358635063286
epoch: 49, KL loss: 8.00, Reconstruct loss: 0.0013845673538171112
