Epoch: 0, TMR: 0.03984369258913729, TBR: 0.0, TMP: 0.03987443389164077, TBP: 0.0, VMR: 0.038559298403561114, VBR: 0.0, VMP: 0.038315880298614505, VBP: 0.0
Epoch: 1, TMR: 0.039266260734034907, TBR: 0.0, TMP: 0.03944682687934902, TBP: 0.0, VMR: 0.03709539417177439, VBR: 0.0, VMP: 0.037408181466162205, VBP: 0.0
Epoch: 2, TMR: 0.033656879266103105, TBR: 0.0, TMP: 0.03415591259383493, TBP: 0.0, VMR: 0.03810355551540852, VBR: 0.0, VMP: 0.04132779650390148, VBP: 0.0
Epoch: 3, TMR: 0.025817780486411517, TBR: 0.0, TMP: 0.025991215008414455, TBP: 0.0, VMR: 0.040851198695600034, VBR: 0.0, VMP: 0.04659015368670225, VBP: 0.0
Epoch: 4, TMR: 0.02187389082585772, TBR: 0.0, TMP: 0.022361971551759376, TBP: 0.0, VMR: 0.04042445756494999, VBR: 0.0, VMP: 0.043972655385732654, VBP: 0.0
Epoch: 5, TMR: 0.019414906576275825, TBR: 0.0, TMP: 0.021447237725887032, TBP: 0.0, VMR: 0.041179396025836465, VBR: 0.0, VMP: 0.04512931685894728, VBP: 0.0
Epoch: 6, TMR: 0.017907888043878807, TBR: 0.0, TMP: 0.020614909204757875, TBP: 0.0, VMR: 0.03910372518002987, VBR: 0.0, VMP: 0.043874901719391346, VBP: 0.0
Epoch: 7, TMR: 0.01754450090229511, TBR: 0.0, TMP: 0.020079418230387898, TBP: 0.0, VMR: 0.03916768748313189, VBR: 0.0, VMP: 0.04233877845108509, VBP: 0.0
Epoch: 8, TMR: 0.01764135475580891, TBR: 0.0, TMP: 0.020656827475047775, TBP: 0.0, VMR: 0.03970972187817097, VBR: 0.0, VMP: 0.044468711502850054, VBP: 0.0
Epoch: 9, TMR: 0.01724527774171697, TBR: 0.0, TMP: 0.019582165405154228, TBP: 0.0, VMR: 0.039662916027009484, VBR: 0.0, VMP: 0.04457708764821291, VBP: 0.0
Epoch: 10, TMR: 0.017266189182798066, TBR: 0.0, TMP: 0.020415086143960554, TBP: 0.0, VMR: 0.03905854634940624, VBR: 0.0, VMP: 0.042127640545368196, VBP: 0.0
Epoch: 11, TMR: 0.017550457429347768, TBR: 0.0, TMP: 0.02051502163004544, TBP: 0.0, VMR: 0.03842365797609091, VBR: 0.0, VMP: 0.0418623112142086, VBP: 0.0
Epoch: 12, TMR: 0.017555549000907274, TBR: 0.0, TMP: 0.020470149639166064, TBP: 0.0, VMR: 0.039352650940418246, VBR: 0.0, VMP: 0.04314730279147625, VBP: 0.0
Epoch: 13, TMR: 0.017306712528483734, TBR: 0.0, TMP: 0.02010886502555675, TBP: 0.0, VMR: 0.03858118336647749, VBR: 0.0, VMP: 0.041021084599196914, VBP: 0.0
Epoch: 14, TMR: 0.01808202272384531, TBR: 0.0, TMP: 0.020893060633291802, TBP: 0.0, VMR: 0.038719973713159564, VBR: 0.0, VMP: 0.04145420882850885, VBP: 0.0
Epoch: 15, TMR: 0.01784321116283536, TBR: 0.0, TMP: 0.02091687289584014, TBP: 0.0, VMR: 0.038109643012285234, VBR: 0.0, VMP: 0.040741749852895734, VBP: 0.0
Epoch: 16, TMR: 0.018213708321046497, TBR: 0.0, TMP: 0.02068802404941784, TBP: 0.0, VMR: 0.03858519326895475, VBR: 0.0, VMP: 0.04199812561273575, VBP: 0.0
Epoch: 17, TMR: 0.018504617352866463, TBR: 0.0, TMP: 0.0211742813905908, TBP: 0.0, VMR: 0.03913703821599483, VBR: 0.0, VMP: 0.041636858507990836, VBP: 0.0
Epoch: 18, TMR: 0.01810612434314357, TBR: 0.0, TMP: 0.02108584554452035, TBP: 0.0, VMR: 0.037974361516535285, VBR: 0.0, VMP: 0.040666957013309, VBP: 0.0
Epoch: 19, TMR: 0.0182108575788637, TBR: 0.0, TMP: 0.021536774716029564, TBP: 0.0, VMR: 0.03773493189364672, VBR: 0.0, VMP: 0.04069992769509554, VBP: 0.0
Epoch: 20, TMR: 0.018272205349057914, TBR: 0.0, TMP: 0.02164364390903049, TBP: 0.0, VMR: 0.037663874588906764, VBR: 0.0, VMP: 0.03977351486682892, VBP: 0.0
Epoch: 21, TMR: 0.018426644574436876, TBR: 0.0, TMP: 0.02174834731138415, TBP: 0.0, VMR: 0.037579556740820405, VBR: 0.0, VMP: 0.03899699542671442, VBP: 0.0
Epoch: 22, TMR: 0.01813137520932489, TBR: 0.0, TMP: 0.021786545434345803, TBP: 0.0, VMR: 0.03746264521032572, VBR: 0.0, VMP: 0.040031992457807065, VBP: 0.0
Epoch: 23, TMR: 0.018694628816511898, TBR: 0.0, TMP: 0.021810714797013336, TBP: 0.0, VMR: 0.037821741215884684, VBR: 0.0, VMP: 0.03958119284361601, VBP: 0.0
Epoch: 24, TMR: 0.01883420222956273, TBR: 0.0, TMP: 0.02195126155598296, TBP: 0.0, VMR: 0.03745422810316086, VBR: 0.0, VMP: 0.03961035814136267, VBP: 0.0
Epoch: 25, TMR: 0.01874170597228739, TBR: 0.0, TMP: 0.022321560927149323, TBP: 0.0, VMR: 0.03756347764283419, VBR: 0.0, VMP: 0.03972936868667602, VBP: 0.0
Epoch: 26, TMR: 0.018531771418121127, TBR: 0.0, TMP: 0.02170919818389747, TBP: 0.0, VMR: 0.03740995898842812, VBR: 0.0, VMP: 0.03962763287127018, VBP: 0.0
Epoch: 27, TMR: 0.01896502072405484, TBR: 0.0, TMP: 0.02189519569898645, TBP: 0.0, VMR: 0.03695648089051247, VBR: 0.0, VMP: 0.039286231808364394, VBP: 0.0
Epoch: 28, TMR: 0.01846955314071642, TBR: 0.0, TMP: 0.021508479201131397, TBP: 0.0, VMR: 0.03632594607770443, VBR: 0.0, VMP: 0.038832347840070724, VBP: 0.0
Epoch: 29, TMR: 0.018807817705803448, TBR: 0.0, TMP: 0.02191889669953121, TBP: 0.0, VMR: 0.036748916283249854, VBR: 0.0, VMP: 0.03950649965554476, VBP: 0.0
Epoch: 30, TMR: 0.019463919724027317, TBR: 0.0, TMP: 0.022682530008670355, TBP: 0.0, VMR: 0.037131873145699504, VBR: 0.0, VMP: 0.03953044954687357, VBP: 0.0
Epoch: 31, TMR: 0.0213780230946011, TBR: 0.0, TMP: 0.02482754314939181, TBP: 0.0, VMR: 0.036023428291082384, VBR: 0.0, VMP: 0.03982389830052853, VBP: 0.0
Epoch: 32, TMR: 0.02127243344568544, TBR: 0.0, TMP: 0.024256472982880143, TBP: 0.0, VMR: 0.03630942180752754, VBR: 0.0, VMP: 0.03938918933272362, VBP: 0.0
Epoch: 33, TMR: 0.020889570025934112, TBR: 0.0, TMP: 0.023409743400083647, TBP: 0.0, VMR: 0.03578697349876166, VBR: 0.0, VMP: 0.038441171124577525, VBP: 0.0
Epoch: 34, TMR: 0.021122809913423326, TBR: 0.0, TMP: 0.023476266447040768, TBP: 0.0, VMR: 0.035614391602575776, VBR: 0.0, VMP: 0.038075211457908154, VBP: 0.0
Epoch: 35, TMR: 0.020985655817720626, TBR: 0.0, TMP: 0.023384047320319547, TBP: 0.0, VMR: 0.0350345965474844, VBR: 0.0, VMP: 0.03880009669810534, VBP: 0.0
Epoch: 36, TMR: 0.021631457780798276, TBR: 0.0, TMP: 0.02374108780382408, TBP: 0.0, VMR: 0.035429475083947184, VBR: 0.0, VMP: 0.038386144861578944, VBP: 0.0
Epoch: 37, TMR: 0.021159156918939617, TBR: 0.0, TMP: 0.023675557081070213, TBP: 0.0, VMR: 0.035061430931091306, VBR: 0.0, VMP: 0.03725145533680916, VBP: 0.0
Epoch: 38, TMR: 0.020972435424725214, TBR: 0.0, TMP: 0.023361301453163227, TBP: 0.0, VMR: 0.03530271723866463, VBR: 0.0, VMP: 0.03776310030370951, VBP: 0.0
Epoch: 39, TMR: 0.020672318670484753, TBR: 0.0, TMP: 0.023452683807247215, TBP: 0.0, VMR: 0.034650530107319354, VBR: 0.0, VMP: 0.03870620634406805, VBP: 0.0
Epoch: 40, TMR: 0.020941055917905436, TBR: 0.0, TMP: 0.023948889825907017, TBP: 0.0, VMR: 0.03525674268603325, VBR: 0.0, VMP: 0.03732328154146671, VBP: 0.0
Epoch: 41, TMR: 0.02141915454218785, TBR: 0.0, TMP: 0.024272771645337345, TBP: 0.0, VMR: 0.0348676860332489, VBR: 0.0, VMP: 0.03883305452764034, VBP: 0.0
Epoch: 42, TMR: 0.02103347112942073, TBR: 0.0, TMP: 0.023481213487684727, TBP: 0.0, VMR: 0.03452001959085464, VBR: 0.0, VMP: 0.03812627699226141, VBP: 0.0
Epoch: 43, TMR: 0.02147582538632883, TBR: 0.0, TMP: 0.023869564673966833, TBP: 0.0, VMR: 0.03408528622239828, VBR: 0.0, VMP: 0.03712209239602089, VBP: 0.0
Epoch: 44, TMR: 0.020736853333397046, TBR: 0.0, TMP: 0.02312705862439341, TBP: 0.0, VMR: 0.03400736767798662, VBR: 0.0, VMP: 0.0375975402072072, VBP: 0.0
Epoch: 45, TMR: 0.021131079054127137, TBR: 0.0, TMP: 0.02309482878901892, TBP: 0.0, VMR: 0.03430527225136757, VBR: 0.0, VMP: 0.03816194403916597, VBP: 0.0
Epoch: 46, TMR: 0.021035341059582102, TBR: 0.0, TMP: 0.0233553908040954, TBP: 0.0, VMR: 0.03422888517379761, VBR: 0.0, VMP: 0.03817260377109051, VBP: 0.0
Epoch: 47, TMR: 0.020958286761823628, TBR: 0.0, TMP: 0.02340598734509614, TBP: 0.0, VMR: 0.03446484804153442, VBR: 0.0, VMP: 0.03861434105783701, VBP: 0.0
Epoch: 48, TMR: 0.020864719452543392, TBR: 0.0, TMP: 0.022908256947994234, TBP: 0.0, VMR: 0.03421776723116636, VBR: 0.0, VMP: 0.03802545387297869, VBP: 0.0
Epoch: 49, TMR: 0.021254368633445767, TBR: 0.0, TMP: 0.023253259756084946, TBP: 0.0, VMR: 0.03433581274002791, VBR: 0.0, VMP: 0.03827500492334366, VBP: 0.0
Epoch: 50, TMR: 0.020903501245710585, TBR: 0.0, TMP: 0.023306992267154984, TBP: 0.0, VMR: 0.033872829750180244, VBR: 0.0, VMP: 0.03766476735472679, VBP: 0.0
Epoch: 51, TMR: 0.0204900614813798, TBR: 0.0, TMP: 0.022922134502894348, TBP: 0.0, VMR: 0.03404176831245422, VBR: 0.0, VMP: 0.03761519622057676, VBP: 0.0
Epoch: 52, TMR: 0.020239223612265454, TBR: 0.0, TMP: 0.022327450662851335, TBP: 0.0, VMR: 0.03452265076339245, VBR: 0.0, VMP: 0.03791661728173494, VBP: 0.0
Epoch: 53, TMR: 0.020487266623725495, TBR: 0.0, TMP: 0.022659204486343596, TBP: 0.0, VMR: 0.034607000090181826, VBR: 0.0, VMP: 0.036686474457383156, VBP: 0.0
Epoch: 54, TMR: 0.02021055698601736, TBR: 0.0, TMP: 0.02225131117221382, TBP: 0.0, VMR: 0.03451504409313202, VBR: 0.0, VMP: 0.03713367898017168, VBP: 0.0
Epoch: 55, TMR: 0.020857969640443723, TBR: 0.0, TMP: 0.02286712694913149, TBP: 0.0, VMR: 0.03398185223340988, VBR: 0.0, VMP: 0.038032084330916406, VBP: 0.0
Epoch: 56, TMR: 0.020570084638893604, TBR: 0.0, TMP: 0.02272734341935979, TBP: 0.0, VMR: 0.033952932618558404, VBR: 0.0, VMP: 0.03749493379145861, VBP: 0.0
Epoch: 57, TMR: 0.020752311922195885, TBR: 0.0, TMP: 0.02280148385713498, TBP: 0.0, VMR: 0.033872671984136106, VBR: 0.0, VMP: 0.037715474143624306, VBP: 0.0
Epoch: 58, TMR: 0.020551656662589974, TBR: 0.0, TMP: 0.02241301384444038, TBP: 0.0, VMR: 0.03380422852933407, VBR: 0.0, VMP: 0.03786936551332474, VBP: 0.0
Epoch: 59, TMR: 0.02060977534080545, TBR: 0.0, TMP: 0.02262716210550732, TBP: 0.0, VMR: 0.033861085027456286, VBR: 0.0, VMP: 0.03846129309386015, VBP: 0.0
Epoch: 60, TMR: 0.020134035663472282, TBR: 0.0, TMP: 0.02271008286625147, TBP: 0.0, VMR: 0.034331141598522665, VBR: 0.0, VMP: 0.038096312433481216, VBP: 0.0
Epoch: 61, TMR: 0.0227453105772535, TBR: 0.0, TMP: 0.024602298635161585, TBP: 0.0, VMR: 0.03344371970742941, VBR: 0.0, VMP: 0.03780464939773083, VBP: 0.0
Epoch: 62, TMR: 0.021791956014931203, TBR: 0.0, TMP: 0.02375701827307542, TBP: 0.0, VMR: 0.033052528649568556, VBR: 0.0, VMP: 0.03685884103178978, VBP: 0.0
Epoch: 63, TMR: 0.021584258445849023, TBR: 0.0, TMP: 0.02340013567979137, TBP: 0.0, VMR: 0.03296739049255848, VBR: 0.0, VMP: 0.036754867807030675, VBP: 0.0
Epoch: 64, TMR: 0.021942317516853414, TBR: 0.0, TMP: 0.023785226926621463, TBP: 0.0, VMR: 0.033208510279655455, VBR: 0.0, VMP: 0.03632256835699081, VBP: 0.0
