epoch: 0, loss: 0.3468, minimizing loss: 1.1657, maximizing loss: 1.1698
epoch: 1, loss: 0.2995, minimizing loss: 1.0130, maximizing loss: 1.0193
epoch: 2, loss: 0.2975, minimizing loss: 1.0145, maximizing loss: 1.0243
epoch: 3, loss: 0.2966, minimizing loss: 1.0222, maximizing loss: 1.0364
epoch: 4, loss: 0.2968, minimizing loss: 1.0300, maximizing loss: 1.0473
epoch: 5, loss: 0.2966, minimizing loss: 1.0313, maximizing loss: 1.0495
epoch: 6, loss: 0.2960, minimizing loss: 1.0303, maximizing loss: 1.0491
epoch: 7, loss: 0.2942, minimizing loss: 1.0229, maximizing loss: 1.0409
epoch: 8, loss: 0.2937, minimizing loss: 1.0225, maximizing loss: 1.0411
epoch: 9, loss: 0.2921, minimizing loss: 1.0160, maximizing loss: 1.0341
epoch: 10, loss: 0.2824, minimizing loss: 0.9803, maximizing loss: 0.9970
epoch: 11, loss: 0.2613, minimizing loss: 0.9102, maximizing loss: 0.9270
epoch: 12, loss: 0.2420, minimizing loss: 0.8475, maximizing loss: 0.8650
epoch: 13, loss: 0.2321, minimizing loss: 0.8151, maximizing loss: 0.8329
epoch: 14, loss: 0.2178, minimizing loss: 0.7691, maximizing loss: 0.7876
epoch: 15, loss: 0.2068, minimizing loss: 0.7327, maximizing loss: 0.7512
epoch: 16, loss: 0.1963, minimizing loss: 0.6971, maximizing loss: 0.7155
