epoch: 0, KL loss: 8.00, Reconstruct loss: 0.002879570494405925
epoch: 1, KL loss: 8.00, Reconstruct loss: 0.0028859084588475524
epoch: 2, KL loss: 8.00, Reconstruct loss: 0.002853999054059386
epoch: 3, KL loss: 8.00, Reconstruct loss: 0.0028185352566652
epoch: 4, KL loss: 8.00, Reconstruct loss: 0.0027884008712135257
epoch: 5, KL loss: 8.00, Reconstruct loss: 0.0027594784158281984
epoch: 6, KL loss: 8.00, Reconstruct loss: 0.0027337174396961927
epoch: 7, KL loss: 8.00, Reconstruct loss: 0.0027086368529126046
epoch: 8, KL loss: 8.00, Reconstruct loss: 0.002683303190860897
epoch: 9, KL loss: 8.00, Reconstruct loss: 0.0026633354485966266
epoch: 10, KL loss: 8.00, Reconstruct loss: 0.0026393056381493808
epoch: 11, KL loss: 8.00, Reconstruct loss: 0.00261906391242519
epoch: 12, KL loss: 8.00, Reconstruct loss: 0.002598866040352732
epoch: 13, KL loss: 8.00, Reconstruct loss: 0.0025804632576182486
epoch: 14, KL loss: 8.00, Reconstruct loss: 0.0025594196747988464
epoch: 15, KL loss: 8.00, Reconstruct loss: 0.002541466848924756
epoch: 16, KL loss: 8.00, Reconstruct loss: 0.0025219869683496656
epoch: 17, KL loss: 8.00, Reconstruct loss: 0.00250459925737232
epoch: 18, KL loss: 8.00, Reconstruct loss: 0.002487359067890793
epoch: 19, KL loss: 8.00, Reconstruct loss: 0.0024674914428032936
epoch: 20, KL loss: 8.00, Reconstruct loss: 0.0024517213576473297
epoch: 21, KL loss: 8.00, Reconstruct loss: 0.0024355380330234764
epoch: 22, KL loss: 8.00, Reconstruct loss: 0.0024211185867898167
epoch: 23, KL loss: 8.00, Reconstruct loss: 0.0024037394789047537
epoch: 24, KL loss: 8.00, Reconstruct loss: 0.002387899218592793
epoch: 25, KL loss: 8.00, Reconstruct loss: 0.002375103975646198
epoch: 26, KL loss: 8.00, Reconstruct loss: 0.0023602402303367852
epoch: 27, KL loss: 8.00, Reconstruct loss: 0.002348334831185639
epoch: 28, KL loss: 8.00, Reconstruct loss: 0.0023349924595095217
epoch: 29, KL loss: 8.00, Reconstruct loss: 0.0023215945228002967
epoch: 30, KL loss: 8.00, Reconstruct loss: 0.0023075999110005797
epoch: 31, KL loss: 8.00, Reconstruct loss: 0.0022949743084609508
epoch: 32, KL loss: 8.00, Reconstruct loss: 0.0022837546188384295
epoch: 33, KL loss: 8.00, Reconstruct loss: 0.002270415867678821
epoch: 34, KL loss: 8.00, Reconstruct loss: 0.0022569435299374164
epoch: 35, KL loss: 8.00, Reconstruct loss: 0.0022474488243460653
epoch: 36, KL loss: 8.00, Reconstruct loss: 0.0022334437118843196
epoch: 37, KL loss: 8.00, Reconstruct loss: 0.002222044544760138
epoch: 38, KL loss: 8.00, Reconstruct loss: 0.0022111122030764817
epoch: 39, KL loss: 8.00, Reconstruct loss: 0.0021989419823512436
epoch: 40, KL loss: 8.00, Reconstruct loss: 0.0021869668387807907
epoch: 41, KL loss: 8.00, Reconstruct loss: 0.0021759396768175066
epoch: 42, KL loss: 8.00, Reconstruct loss: 0.0021681561949662862
epoch: 43, KL loss: 8.00, Reconstruct loss: 0.0021566927898675203
epoch: 44, KL loss: 8.00, Reconstruct loss: 0.0021447585546411573
epoch: 45, KL loss: 8.00, Reconstruct loss: 0.0021329004666768014
epoch: 46, KL loss: 8.00, Reconstruct loss: 0.00212331434013322
epoch: 47, KL loss: 8.00, Reconstruct loss: 0.0021112319314852356
epoch: 48, KL loss: 8.00, Reconstruct loss: 0.0021036038524471223
epoch: 49, KL loss: 8.00, Reconstruct loss: 0.0020938212983310223
epoch: 50, KL loss: 8.00, Reconstruct loss: 0.0020824588020332156
epoch: 51, KL loss: 8.00, Reconstruct loss: 0.002075382857583463
epoch: 52, KL loss: 8.00, Reconstruct loss: 0.002066006790846586
epoch: 53, KL loss: 8.00, Reconstruct loss: 0.0020574738038703798
epoch: 54, KL loss: 8.00, Reconstruct loss: 0.002048300637397915
epoch: 55, KL loss: 8.00, Reconstruct loss: 0.002039298869203776
epoch: 56, KL loss: 8.00, Reconstruct loss: 0.0020293515874072908
epoch: 57, KL loss: 8.00, Reconstruct loss: 0.0020208448404446244
epoch: 58, KL loss: 8.00, Reconstruct loss: 0.002013428328791633
epoch: 59, KL loss: 8.00, Reconstruct loss: 0.002005441655637696
epoch: 60, KL loss: 8.00, Reconstruct loss: 0.001994665974052623
epoch: 61, KL loss: 8.00, Reconstruct loss: 0.001986782031599432
epoch: 62, KL loss: 8.00, Reconstruct loss: 0.001978927437448874
epoch: 63, KL loss: 8.00, Reconstruct loss: 0.0019693134352564813
epoch: 64, KL loss: 8.00, Reconstruct loss: 0.0019624625565484166
epoch: 65, KL loss: 8.00, Reconstruct loss: 0.0019606034038588405
epoch: 66, KL loss: 8.00, Reconstruct loss: 0.0019475552660878747
epoch: 67, KL loss: 8.00, Reconstruct loss: 0.0019458497641608118
epoch: 68, KL loss: 8.00, Reconstruct loss: 0.0019315952842589468
epoch: 69, KL loss: 8.00, Reconstruct loss: 0.0019212284707464278
epoch: 70, KL loss: 8.00, Reconstruct loss: 0.0019134038942866028
epoch: 71, KL loss: 8.00, Reconstruct loss: 0.0019055754470173269
epoch: 72, KL loss: 8.00, Reconstruct loss: 0.0018973689642734826
epoch: 73, KL loss: 8.00, Reconstruct loss: 0.0018892908352427184
epoch: 74, KL loss: 8.00, Reconstruct loss: 0.0018816356314346194
epoch: 75, KL loss: 8.00, Reconstruct loss: 0.0018743557156994939
epoch: 76, KL loss: 8.00, Reconstruct loss: 0.0018666107091121376
epoch: 77, KL loss: 8.00, Reconstruct loss: 0.0018574009474832565
epoch: 78, KL loss: 8.00, Reconstruct loss: 0.0018483020947314798
epoch: 79, KL loss: 8.00, Reconstruct loss: 0.0018392123514786364
epoch: 80, KL loss: 8.00, Reconstruct loss: 0.0018316813628189265
epoch: 81, KL loss: 8.00, Reconstruct loss: 0.0018243137397803365
