epoch: 0, KL loss: 8.00, Reconstruct loss: 0.002879570494405925
epoch: 82, KL loss: 8.00, Reconstruct loss: 0.0018140259839128704
epoch: 83, KL loss: 8.00, Reconstruct loss: 0.0018066820746753364
epoch: 84, KL loss: 8.00, Reconstruct loss: 0.001796922751236707
epoch: 85, KL loss: 8.00, Reconstruct loss: 0.0017875530989840626
epoch: 86, KL loss: 8.00, Reconstruct loss: 0.0017778739507775753
epoch: 87, KL loss: 8.00, Reconstruct loss: 0.0017684066900983454
epoch: 88, KL loss: 8.00, Reconstruct loss: 0.001758789923042059
epoch: 89, KL loss: 8.00, Reconstruct loss: 0.0017476396111305802
epoch: 90, KL loss: 8.00, Reconstruct loss: 0.0017338532372377813
epoch: 91, KL loss: 8.00, Reconstruct loss: 0.0017205281532369555
epoch: 92, KL loss: 8.00, Reconstruct loss: 0.0017062717059161514
epoch: 93, KL loss: 8.00, Reconstruct loss: 0.001696245576022193
epoch: 94, KL loss: 8.00, Reconstruct loss: 0.0016795318108052016
epoch: 95, KL loss: 8.00, Reconstruct loss: 0.001663388597080484
epoch: 96, KL loss: 8.00, Reconstruct loss: 0.001647970685735345
epoch: 97, KL loss: 8.00, Reconstruct loss: 0.00163249951438047
epoch: 98, KL loss: 8.00, Reconstruct loss: 0.001613167580217123
epoch: 99, KL loss: 8.00, Reconstruct loss: 0.0015972522611264139
