     11  12  13  21  22  23  31  32  33|  14  15  16  24  25  26  34  35  36|  17  18  19  27  28  29  37  38  39|  41  42  43  51  52  53  61  62  63|  44  45  46  54  55  56  64  65  66|  47  48  49  57  58  59  67  68  69|  71  72  73  81  82  83  91  92  93|  74  75  76  84  85  86  94  95  96|  77  78  79  87  88  89  97  98  99|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
1:    1   0   0   0   1   1   1   0   0|   1   1   1   0   0   0   0   1   0|   1   1   1   1   0   1   1   1   1|   0   1   0   1   0   1   1   1   0|   0   1   1   1   0   0   1   0   0|   1   1   1   0   0   0   1   0   0|   1   0   1   1   0   1   0   0   1|   0   1   1   0   1   1   0   1   1|   1   1   0   1   1   1   1   0   0|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2:    0   0 999   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|
2:    0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0| 999   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|
2:    0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0 999   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|   0   0   0   0   0   0   0   0   0|
