epoch: 0, loss: 0.3148, minimizing loss: 1.0619, maximizing loss: 1.0673
epoch: 1, loss: 0.3102, minimizing loss: 1.0569, maximizing loss: 1.0667
epoch: 2, loss: 0.2981, minimizing loss: 1.0435, maximizing loss: 1.0648
epoch: 3, loss: 0.2561, minimizing loss: 0.9060, maximizing loss: 0.9284
epoch: 4, loss: 0.1712, minimizing loss: 0.6272, maximizing loss: 0.6514
epoch: 5, loss: 0.1369, minimizing loss: 0.5147, maximizing loss: 0.5397
epoch: 6, loss: 0.1102, minimizing loss: 0.4255, maximizing loss: 0.4504
epoch: 7, loss: 0.0866, minimizing loss: 0.3431, maximizing loss: 0.3665
epoch: 8, loss: 0.0777, minimizing loss: 0.3137, maximizing loss: 0.3371
epoch: 9, loss: 0.0756, minimizing loss: 0.3030, maximizing loss: 0.3249
epoch: 10, loss: 0.0689, minimizing loss: 0.2809, maximizing loss: 0.3029
epoch: 11, loss: 0.0624, minimizing loss: 0.2598, maximizing loss: 0.2821
epoch: 12, loss: 0.0531, minimizing loss: 0.2302, maximizing loss: 0.2530
epoch: 13, loss: 0.0479, minimizing loss: 0.2118, maximizing loss: 0.2342
epoch: 14, loss: 0.0426, minimizing loss: 0.1919, maximizing loss: 0.2133
epoch: 15, loss: 0.0384, minimizing loss: 0.1793, maximizing loss: 0.2013
epoch: 16, loss: 0.0357, minimizing loss: 0.1709, maximizing loss: 0.1931
epoch: 17, loss: 0.0339, minimizing loss: 0.1660, maximizing loss: 0.1887
epoch: 18, loss: 0.0331, minimizing loss: 0.1640, maximizing loss: 0.1870
epoch: 19, loss: 0.0325, minimizing loss: 0.1623, maximizing loss: 0.1855
epoch: 20, loss: 0.0320, minimizing loss: 0.1606, maximizing loss: 0.1836
epoch: 21, loss: 0.0317, minimizing loss: 0.1600, maximizing loss: 0.1832
epoch: 22, loss: 0.0313, minimizing loss: 0.1588, maximizing loss: 0.1821
epoch: 23, loss: 0.0310, minimizing loss: 0.1577, maximizing loss: 0.1810
epoch: 24, loss: 0.0307, minimizing loss: 0.1565, maximizing loss: 0.1797
epoch: 25, loss: 0.0304, minimizing loss: 0.1555, maximizing loss: 0.1788
epoch: 26, loss: 0.0300, minimizing loss: 0.1541, maximizing loss: 0.1774
epoch: 27, loss: 0.0297, minimizing loss: 0.1533, maximizing loss: 0.1766
epoch: 28, loss: 0.0296, minimizing loss: 0.1528, maximizing loss: 0.1760
epoch: 29, loss: 0.0295, minimizing loss: 0.1524, maximizing loss: 0.1756
