epoch: 0, loss: 4.5032, minimizing loss: 29.9895, maximizing loss: 29.9840
epoch: 1, loss: 4.4476, minimizing loss: 29.6241, maximizing loss: 29.6194
epoch: 2, loss: 4.3914, minimizing loss: 29.2518, maximizing loss: 29.2476
epoch: 3, loss: 4.3311, minimizing loss: 28.8484, maximizing loss: 28.8438
epoch: 4, loss: 4.2584, minimizing loss: 28.3645, maximizing loss: 28.3601
epoch: 5, loss: 4.1700, minimizing loss: 27.7797, maximizing loss: 27.7762
epoch: 6, loss: 4.0636, minimizing loss: 27.0766, maximizing loss: 27.0742
epoch: 7, loss: 3.9356, minimizing loss: 26.2313, maximizing loss: 26.2302
epoch: 8, loss: 3.7869, minimizing loss: 25.2451, maximizing loss: 25.2449
epoch: 9, loss: 3.6204, minimizing loss: 24.1384, maximizing loss: 24.1389
epoch: 10, loss: 3.4350, minimizing loss: 22.9000, maximizing loss: 22.9000
epoch: 11, loss: 3.2344, minimizing loss: 21.5535, maximizing loss: 21.5519
epoch: 12, loss: 3.0259, minimizing loss: 20.1479, maximizing loss: 20.1435
epoch: 13, loss: 2.8166, minimizing loss: 18.7321, maximizing loss: 18.7241
epoch: 14, loss: 2.6088, minimizing loss: 17.3260, maximizing loss: 17.3143
epoch: 15, loss: 2.4085, minimizing loss: 15.9726, maximizing loss: 15.9578
epoch: 16, loss: 2.2207, minimizing loss: 14.7065, maximizing loss: 14.6892
epoch: 17, loss: 2.0445, minimizing loss: 13.5222, maximizing loss: 13.5031
epoch: 18, loss: 1.8773, minimizing loss: 12.4064, maximizing loss: 12.3872
epoch: 19, loss: 1.7131, minimizing loss: 11.3208, maximizing loss: 11.3032
epoch: 20, loss: 1.5525, minimizing loss: 10.2646, maximizing loss: 10.2495
epoch: 21, loss: 1.3984, minimizing loss: 9.2517, maximizing loss: 9.2391
epoch: 22, loss: 1.2554, minimizing loss: 8.3117, maximizing loss: 8.3015
epoch: 23, loss: 1.1254, minimizing loss: 7.4576, maximizing loss: 7.4496
epoch: 24, loss: 1.0078, minimizing loss: 6.6848, maximizing loss: 6.6788
epoch: 25, loss: 0.9009, minimizing loss: 5.9835, maximizing loss: 5.9795
epoch: 26, loss: 0.8023, minimizing loss: 5.3375, maximizing loss: 5.3356
epoch: 27, loss: 0.7126, minimizing loss: 4.7516, maximizing loss: 4.7518
epoch: 28, loss: 0.6309, minimizing loss: 4.2167, maximizing loss: 4.2186
epoch: 29, loss: 0.5569, minimizing loss: 3.7323, maximizing loss: 3.7357
epoch: 30, loss: 0.4906, minimizing loss: 3.2989, maximizing loss: 3.3038
epoch: 31, loss: 0.4331, minimizing loss: 2.9224, maximizing loss: 2.9285
epoch: 32, loss: 0.3845, minimizing loss: 2.6011, maximizing loss: 2.6077
epoch: 33, loss: 0.3434, minimizing loss: 2.3293, maximizing loss: 2.3363
epoch: 34, loss: 0.3093, minimizing loss: 2.1028, maximizing loss: 2.1101
epoch: 35, loss: 0.2811, minimizing loss: 1.9157, maximizing loss: 1.9230
epoch: 36, loss: 0.2580, minimizing loss: 1.7609, maximizing loss: 1.7681
epoch: 37, loss: 0.2393, minimizing loss: 1.6356, maximizing loss: 1.6427
epoch: 38, loss: 0.2244, minimizing loss: 1.5352, maximizing loss: 1.5422
epoch: 39, loss: 0.2123, minimizing loss: 1.4547, maximizing loss: 1.4617
epoch: 40, loss: 0.2023, minimizing loss: 1.3893, maximizing loss: 1.3964
epoch: 41, loss: 0.1941, minimizing loss: 1.3362, maximizing loss: 1.3435
epoch: 42, loss: 0.1873, minimizing loss: 1.2923, maximizing loss: 1.3001
epoch: 43, loss: 0.1813, minimizing loss: 1.2547, maximizing loss: 1.2628
epoch: 44, loss: 0.1759, minimizing loss: 1.2210, maximizing loss: 1.2295
epoch: 45, loss: 0.1709, minimizing loss: 1.1896, maximizing loss: 1.1985
epoch: 46, loss: 0.1661, minimizing loss: 1.1601, maximizing loss: 1.1694
epoch: 47, loss: 0.1616, minimizing loss: 1.1322, maximizing loss: 1.1419
epoch: 48, loss: 0.1573, minimizing loss: 1.1058, maximizing loss: 1.1159
epoch: 49, loss: 0.1532, minimizing loss: 1.0809, maximizing loss: 1.0914
epoch: 50, loss: 0.1493, minimizing loss: 1.0575, maximizing loss: 1.0684
epoch: 51, loss: 0.1457, minimizing loss: 1.0360, maximizing loss: 1.0474
epoch: 52, loss: 0.1425, minimizing loss: 1.0168, maximizing loss: 1.0287
epoch: 53, loss: 0.1396, minimizing loss: 1.0003, maximizing loss: 1.0126
